"Linear_Prediction","Decision_Tree_Prediction"
48.73247490227,16.2979986270909
37.6372926930649,16.2979986270909
37.6372926930649,16.2979986270909
37.6372926930649,16.2979986270909
37.6372926930649,16.2979986270909
37.6372926930649,16.2979986270909
37.6372926930649,16.2979986270909
37.6372926930649,16.2979986270909
36.6921475419104,16.2979986270909
36.6921475419104,16.2979986270909
36.6921475419104,16.2979986270909
36.6921475419104,16.2979986270909
36.6921475419104,16.2979986270909
36.6921475419104,16.2979986270909
36.6921475419104,16.2979986270909
36.0141086291256,16.2979986270909
36.0141086291256,16.2979986270909
36.0141086291256,16.2979986270909
36.0141086291256,16.2979986270909
36.0141086291256,16.2979986270909
36.0141086291256,16.2979986270909
36.0141086291256,16.2979986270909
35.3977096175031,16.2979986270909
35.3977096175031,16.2979986270909
35.3977096175031,16.2979986270909
35.3977096175031,16.2979986270909
35.3977096175031,16.2979986270909
35.3977096175031,16.2979986270909
35.3977096175031,16.2979986270909
35.6237225884313,16.2979986270909
35.6237225884313,16.2979986270909
35.6237225884313,16.2979986270909
35.6237225884313,16.2979986270909
35.6237225884313,16.2979986270909
35.6237225884313,16.2979986270909
35.6237225884313,16.2979986270909
35.1306033791334,16.2979986270909
35.1306033791334,16.2979986270909
35.1306033791334,16.2979986270909
35.1306033791334,16.2979986270909
35.1306033791334,16.2979986270909
35.1306033791334,16.2979986270909
35.1306033791334,16.2979986270909
34.8018572396014,16.2979986270909
34.8018572396014,16.2979986270909
34.8018572396014,16.2979986270909
34.8018572396014,16.2979986270909
34.8018572396014,16.2979986270909
34.8018572396014,16.2979986270909
34.8018572396014,16.2979986270909
34.3292846640241,16.2979986270909
34.3292846640241,16.2979986270909
34.3292846640241,16.2979986270909
34.3292846640241,16.2979986270909
34.3292846640241,16.2979986270909
34.3292846640241,16.2979986270909
34.3292846640241,16.2979986270909
33.2608597105451,16.2979986270909
33.2608597105451,16.2979986270909
33.2608597105451,16.2979986270909
33.2608597105451,16.2979986270909
33.2608597105451,16.2979986270909
33.2608597105451,16.2979986270909
33.2608597105451,16.2979986270909
30.4048776233608,16.2979986270909
30.4048776233608,16.2979986270909
30.4048776233608,16.2979986270909
30.4048776233608,16.2979986270909
30.4048776233608,16.2979986270909
30.4048776233608,16.2979986270909
30.4048776233608,16.2979986270909
30.4048776233608,16.2979986270909
29.3980925710441,16.2979986270909
29.3980925710441,16.2979986270909
29.3980925710441,16.2979986270909
29.3980925710441,16.2979986270909
29.3980925710441,16.2979986270909
29.3980925710441,16.2979986270909
29.3980925710441,16.2979986270909
29.3980925710441,16.2979986270909
28.6789603908178,16.2979986270909
28.6789603908178,16.2979986270909
28.6789603908178,16.2979986270909
28.6789603908178,16.2979986270909
28.6789603908178,16.2979986270909
28.6789603908178,16.2979986270909
28.6789603908178,16.2979986270909
28.6789603908178,16.2979986270909
28.0420147454745,12.3974038461538
28.0420147454745,12.3974038461538
28.0420147454745,12.3974038461538
28.0420147454745,12.3974038461538
28.0420147454745,12.3974038461538
28.0420147454745,12.3974038461538
28.0420147454745,12.3974038461538
28.0420147454745,12.3974038461538
27.3845224664105,12.3974038461538
27.3845224664105,12.3974038461538
27.3845224664105,12.3974038461538
27.3845224664105,12.3974038461538
27.3845224664105,12.3974038461538
27.3845224664105,12.3974038461538
27.3845224664105,12.3974038461538
27.3845224664105,12.3974038461538
26.7475768210673,12.3974038461538
26.7475768210673,12.3974038461538
26.7475768210673,12.3974038461538
26.7475768210673,12.3974038461538
26.7475768210673,12.3974038461538
26.7475768210673,12.3974038461538
26.7475768210673,12.3974038461538
26.7475768210673,12.3974038461538
26.2133643443278,12.3974038461538
26.2133643443278,12.3974038461538
26.2133643443278,12.3974038461538
26.2133643443278,12.3974038461538
26.2133643443278,12.3974038461538
26.2133643443278,12.3974038461538
26.2133643443278,12.3974038461538
26.2133643443278,12.3974038461538
25.6380586001468,12.3974038461538
25.6380586001468,12.3974038461538
25.6380586001468,12.3974038461538
25.6380586001468,12.3974038461538
25.6380586001468,12.3974038461538
25.6380586001468,12.3974038461538
25.6380586001468,12.3974038461538
25.6380586001468,12.3974038461538
25.0832994896865,12.3974038461538
25.0832994896865,12.3974038461538
25.0832994896865,12.3974038461538
25.0832994896865,12.3974038461538
25.0832994896865,12.3974038461538
25.0832994896865,12.3974038461538
25.0832994896865,12.3974038461538
25.0832994896865,12.3974038461538
24.5696336466678,12.3974038461538
24.5696336466678,12.3974038461538
24.5696336466678,12.3974038461538
24.5696336466678,12.3974038461538
24.5696336466678,12.3974038461538
24.5696336466678,12.3974038461538
24.5696336466678,12.3974038461538
24.5696336466678,12.3974038461538
24.0765144373698,12.3974038461538
24.0765144373698,12.3974038461538
24.0765144373698,12.3974038461538
24.0765144373698,12.3974038461538
24.0765144373698,12.3974038461538
24.0765144373698,12.3974038461538
24.0765144373698,12.3974038461538
24.0765144373698,12.3974038461538
23.5423019606303,12.3974038461538
23.5423019606303,12.3974038461538
23.5423019606303,12.3974038461538
23.5423019606303,12.3974038461538
23.5423019606303,12.3974038461538
23.5423019606303,12.3974038461538
23.5423019606303,12.3974038461538
23.5423019606303,12.3974038461538
22.905356315287,12.3974038461538
22.905356315287,12.3974038461538
22.905356315287,12.3974038461538
22.905356315287,12.3974038461538
22.905356315287,12.3974038461538
22.905356315287,12.3974038461538
22.905356315287,12.3974038461538
22.905356315287,12.3974038461538
22.2889573036645,12.3974038461538
22.2889573036645,12.3974038461538
22.2889573036645,12.3974038461538
22.2889573036645,12.3974038461538
22.2889573036645,12.3974038461538
22.2889573036645,12.3974038461538
22.2889573036645,12.3974038461538
22.2889573036645,12.3974038461538
21.672558292042,12.3974038461538
21.672558292042,12.3974038461538
21.672558292042,12.3974038461538
21.672558292042,12.3974038461538
21.672558292042,12.3974038461538
21.672558292042,12.3974038461538
21.672558292042,12.3974038461538
21.672558292042,12.3974038461538
21.015066012978,12.3974038461538
21.015066012978,12.3974038461538
21.015066012978,12.3974038461538
21.015066012978,12.3974038461538
21.015066012978,12.3974038461538
21.015066012978,12.3974038461538
21.015066012978,12.3974038461538
21.015066012978,12.3974038461538
20.4192136350762,8.39473214285714
20.4192136350762,8.39473214285714
20.4192136350762,8.39473214285714
20.4192136350762,8.39473214285714
20.4192136350762,8.39473214285714
20.4192136350762,8.39473214285714
20.4192136350762,8.39473214285714
20.4192136350762,8.39473214285714
19.8850011583367,8.39473214285714
19.8850011583367,8.39473214285714
19.8850011583367,8.39473214285714
19.8850011583367,8.39473214285714
19.8850011583367,8.39473214285714
19.8850011583367,8.39473214285714
19.8850011583367,8.39473214285714
19.8850011583367,8.39473214285714
19.3918819490387,8.39473214285714
19.3918819490387,8.39473214285714
19.3918819490387,8.39473214285714
19.3918819490387,8.39473214285714
19.3918819490387,8.39473214285714
19.3918819490387,8.39473214285714
19.3918819490387,8.39473214285714
19.3918819490387,8.39473214285714
18.9398560071822,8.39473214285714
18.9398560071822,8.39473214285714
18.9398560071822,8.39473214285714
18.9398560071822,8.39473214285714
18.9398560071822,8.39473214285714
18.9398560071822,8.39473214285714
18.9398560071822,8.39473214285714
18.9398560071822,8.39473214285714
18.5494699664879,8.39473214285714
18.5494699664879,8.39473214285714
18.5494699664879,8.39473214285714
18.5494699664879,8.39473214285714
18.5494699664879,8.39473214285714
18.5494699664879,8.39473214285714
18.5494699664879,8.39473214285714
18.5494699664879,8.39473214285714
18.2412704606767,8.39473214285714
18.2412704606767,8.39473214285714
18.2412704606767,8.39473214285714
18.2412704606767,8.39473214285714
18.2412704606767,8.39473214285714
18.2412704606767,8.39473214285714
18.2412704606767,8.39473214285714
18.2412704606767,8.39473214285714
17.9536175885862,8.39473214285714
17.9536175885862,8.39473214285714
17.9536175885862,8.39473214285714
17.9536175885862,8.39473214285714
17.9536175885862,8.39473214285714
17.9536175885862,8.39473214285714
17.9536175885862,8.39473214285714
17.9536175885862,8.39473214285714
17.7481512513787,8.39473214285714
17.7481512513787,8.39473214285714
17.7481512513787,8.39473214285714
17.7481512513787,8.39473214285714
17.7481512513787,8.39473214285714
17.7481512513787,8.39473214285714
17.7481512513787,8.39473214285714
17.7481512513787,8.39473214285714
17.563231547892,8.39473214285714
17.563231547892,8.39473214285714
17.563231547892,8.39473214285714
17.563231547892,8.39473214285714
17.563231547892,8.39473214285714
17.563231547892,8.39473214285714
17.563231547892,8.39473214285714
17.563231547892,8.39473214285714
17.398858478126,8.39473214285714
17.398858478126,8.39473214285714
17.398858478126,8.39473214285714
17.398858478126,8.39473214285714
17.398858478126,8.39473214285714
17.398858478126,8.39473214285714
17.398858478126,8.39473214285714
17.398858478126,8.39473214285714
17.152298873477,8.39473214285714
17.152298873477,8.39473214285714
17.152298873477,8.39473214285714
17.152298873477,8.39473214285714
17.152298873477,8.39473214285714
17.152298873477,8.39473214285714
17.152298873477,8.39473214285714
17.152298873477,8.39473214285714
16.8851926351072,8.39473214285714
16.8851926351072,8.39473214285714
16.8851926351072,8.39473214285714
16.8851926351072,8.39473214285714
16.8851926351072,8.39473214285714
16.8851926351072,8.39473214285714
16.8851926351072,8.39473214285714
16.8851926351072,8.39473214285714
16.5769931292959,8.39473214285714
16.5769931292959,8.39473214285714
16.5769931292959,8.39473214285714
16.5769931292959,8.39473214285714
16.5769931292959,8.39473214285714
16.5769931292959,8.39473214285714
16.5769931292959,8.39473214285714
16.5769931292959,8.39473214285714
16.1866070886017,8.39473214285714
16.1866070886017,8.39473214285714
16.1866070886017,8.39473214285714
16.1866070886017,8.39473214285714
16.1866070886017,8.39473214285714
16.1866070886017,8.39473214285714
16.1866070886017,8.39473214285714
16.1866070886017,8.39473214285714
15.7140345130244,4.99191176470588
15.7140345130244,4.99191176470588
15.7140345130244,4.99191176470588
15.7140345130244,4.99191176470588
15.7140345130244,4.99191176470588
15.7140345130244,4.99191176470588
15.7140345130244,4.99191176470588
15.7140345130244,4.99191176470588
15.2209153037265,4.99191176470588
15.2209153037265,4.99191176470588
15.2209153037265,4.99191176470588
15.2209153037265,4.99191176470588
15.2209153037265,4.99191176470588
15.2209153037265,4.99191176470588
15.2209153037265,4.99191176470588
15.2209153037265,4.99191176470588
14.7072494607077,4.99191176470588
14.7072494607077,4.99191176470588
14.7072494607077,4.99191176470588
14.7072494607077,4.99191176470588
14.7072494607077,4.99191176470588
14.7072494607077,4.99191176470588
14.7072494607077,4.99191176470588
14.7072494607077,4.99191176470588
14.1524903502474,4.99191176470588
14.1524903502474,4.99191176470588
14.1524903502474,4.99191176470588
14.1524903502474,4.99191176470588
14.1524903502474,4.99191176470588
14.1524903502474,4.99191176470588
14.1524903502474,4.99191176470588
14.1524903502474,4.99191176470588
13.5771846060664,4.99191176470588
13.5771846060664,4.99191176470588
13.5771846060664,4.99191176470588
13.5771846060664,4.99191176470588
13.5771846060664,4.99191176470588
13.5771846060664,4.99191176470588
13.5771846060664,4.99191176470588
13.5771846060664,4.99191176470588
13.0840653967684,4.99191176470588
13.0840653967684,4.99191176470588
13.0840653967684,4.99191176470588
13.0840653967684,4.99191176470588
13.0840653967684,4.99191176470588
13.0840653967684,4.99191176470588
13.0840653967684,4.99191176470588
13.0840653967684,4.99191176470588
12.4882130188667,4.99191176470588
12.4882130188667,4.99191176470588
12.4882130188667,4.99191176470588
12.4882130188667,4.99191176470588
12.4882130188667,4.99191176470588
12.4882130188667,4.99191176470588
12.4882130188667,4.99191176470588
12.4882130188667,4.99191176470588
11.9745471758479,4.99191176470588
11.9745471758479,4.99191176470588
11.9745471758479,4.99191176470588
11.9745471758479,4.99191176470588
11.9745471758479,4.99191176470588
11.9745471758479,4.99191176470588
11.9745471758479,4.99191176470588
11.9745471758479,4.99191176470588
11.5019746002706,4.99191176470588
11.5019746002706,4.99191176470588
11.5019746002706,4.99191176470588
11.5019746002706,4.99191176470588
11.5019746002706,4.99191176470588
11.5019746002706,4.99191176470588
11.5019746002706,4.99191176470588
11.5019746002706,4.99191176470588
11.0910419258556,4.99191176470588
11.0910419258556,4.99191176470588
11.0910419258556,4.99191176470588
11.0910419258556,4.99191176470588
11.0910419258556,4.99191176470588
11.0910419258556,4.99191176470588
11.0910419258556,4.99191176470588
11.0910419258556,4.99191176470588
10.6184693502784,4.99191176470588
10.6184693502784,4.99191176470588
10.6184693502784,4.99191176470588
10.6184693502784,4.99191176470588
10.6184693502784,4.99191176470588
10.6184693502784,4.99191176470588
10.6184693502784,4.99191176470588
10.6184693502784,4.99191176470588
10.2486299433049,4.99191176470588
10.2486299433049,4.99191176470588
10.2486299433049,4.99191176470588
10.2486299433049,4.99191176470588
10.2486299433049,4.99191176470588
10.2486299433049,4.99191176470588
10.2486299433049,4.99191176470588
10.2486299433049,4.99191176470588
9.77605736772765,4.99191176470588
9.77605736772765,4.99191176470588
9.77605736772765,4.99191176470588
9.77605736772765,4.99191176470588
9.77605736772765,4.99191176470588
9.77605736772765,4.99191176470588
9.77605736772765,4.99191176470588
9.77605736772765,4.99191176470588
9.36512469331262,4.99191176470588
9.36512469331262,4.99191176470588
9.36512469331262,4.99191176470588
9.36512469331262,4.99191176470588
9.36512469331262,4.99191176470588
9.36512469331262,4.99191176470588
9.36512469331262,4.99191176470588
9.36512469331262,4.99191176470588
8.99528528633914,4.99191176470588
8.99528528633914,4.99191176470588
8.99528528633914,4.99191176470588
8.99528528633914,4.99191176470588
8.99528528633914,4.99191176470588
8.99528528633914,4.99191176470588
8.99528528633914,4.99191176470588
8.99528528633914,4.99191176470588
8.64599251308638,4.99191176470588
8.64599251308638,4.99191176470588
8.64599251308638,4.99191176470588
8.64599251308638,4.99191176470588
8.64599251308638,4.99191176470588
8.64599251308638,4.99191176470588
8.64599251308638,4.99191176470588
8.64599251308638,4.99191176470588
8.35833964099587,4.99191176470588
8.35833964099587,4.99191176470588
8.35833964099587,4.99191176470588
8.35833964099587,4.99191176470588
8.35833964099587,4.99191176470588
8.35833964099587,4.99191176470588
8.35833964099587,4.99191176470588
8.35833964099587,4.99191176470588
